transaction_id,project_id,supplier_id,material_id,worker_id,equipment_id,po_number,po_date,expected_delivery_date,actual_delivery_date,delivery_delay_days,quantity,material_cost,labor_days,labor_cost,equipment_usage_days,fuel_cost,equipment_cost,transportation_cost,rework_cost,total_transaction_cost,po_status,transaction_status,quality_issue_flag,downtime_hours,utilization_flag
7075,10005,30004,20125,40397,5018,PO707075,02/12/2026,02/03/2027,03/07/2025,8,104,787592,14,111804,17,39678,150807,13395,18602,1121878,Open,Completed,No,8,Underutilized
7076,10018,30003,20026,40178,5004,PO707076,10/05/2026,11/07/2025,12/06/2024,17,15,47025,9,69525,17,28407,209134,29449,1503,385043,Partial,Completed,Yes,12,Optimal
7077,10032,30098,20152,40268,5031,PO707077,01/02/2024,01/11/2024,02/01/2024,21,155,1000525,9,58779,2,11394,12866,18016,23355,1124935,Partial,Completed,No,7,Optimal
7078,10012,30035,20055,40038,5004,PO707078,11/03/2026,12/10/2025,01/02/2025,11,22,191202,10,49630,11,26544,35651,4799,10496,318322,Open,Completed,Yes,23,Optimal
7079,10014,30058,20174,40203,5008,PO707079,02/07/2026,03/03/2026,03/07/2026,4,152,609824,9,18729,13,20260,127075,19535,17922,813345,Closed,Completed,No,0,Optimal
7080,10019,30026,20044,40460,5044,PO707080,11/08/2024,11/10/2025,12/01/2024,9,80,460080,12,34440,20,41822,158480,12549,19222,726593,Closed,Completed,No,3,Optimal
7081,10020,30019,20063,40230,5027,PO707081,05/11/2025,06/04/2025,06/05/2025,1,49,257691,7,52430,6,6563,89532,13770,17783,437769,Closed,Pending,No,0,Optimal
7082,10012,30050,20042,40153,5001,PO707082,05/02/2026,06/02/2025,06/02/2026,12,50,491650,6,36132,4,21295,56412,18366,21220,645075,Closed,Completed,Yes,4,Underutilized
7083,10023,30053,20197,40422,5001,PO707083,10/08/2024,10/11/2025,11/10/2024,18,54,82836,10,86450,3,3165,14934,24895,19432,231712,Open,Completed,No,15,Optimal
7084,10018,30016,20079,40025,5030,PO707084,03/03/2025,03/04/2027,04/07/2025,10,60,172800,5,13625,9,30216,101772,26160,15164,359737,Open,Completed,No,2,Optimal
7085,10048,30062,20108,40268,5012,PO707085,05/03/2023,05/05/2024,06/06/2023,20,152,2794976,6,39186,1,26607,9458,23335,4314,2897876,Partial,Completed,No,1,Optimal
7086,10017,30037,20146,40332,5034,PO707086,07/03/2025,08/01/2025,09/04/2024,22,122,2504782,13,36842,3,29807,13014,14488,23542,2622475,Open,Pending,Yes,22,Optimal
7087,10043,30036,20039,40500,5050,PO707087,03/03/2026,04/09/2024,04/12/2025,15,9,96957,7,63077,5,45542,46620,26504,13540,292240,Partial,Pending,Yes,20,Optimal
7088,10020,30034,20160,40250,5028,PO707088,03/11/2025,04/04/2024,04/10/2025,18,189,1585710,4,30392,12,46579,166956,5643,24486,1859766,Closed,Completed,No,0,Underutilized
7089,10035,30080,20195,40076,5017,PO707089,10/03/2024,10/10/2024,11/02/2023,11,103,1373505,6,53346,8,44412,103248,28272,741,1603524,Partial,Pending,Yes,1,Optimal
7090,10022,30011,20080,40189,5028,PO707090,07/01/2024,07/04/2024,07/10/2025,18,62,233120,8,60584,3,6051,44418,25217,14717,384107,Closed,Pending,Yes,6,Underutilized
7091,10037,30063,20118,40465,5028,PO707091,05/06/2026,06/04/2026,07/06/2024,8,170,937380,5,44775,4,41574,25544,7233,20085,1076591,Open,Completed,No,21,Underutilized
7092,10018,30030,20105,40291,5032,PO707092,08/04/2025,08/05/2027,09/07/2026,21,122,2794288,9,46854,19,30162,156199,7738,6837,3042078,Closed,Completed,Yes,18,Optimal
7093,10039,30017,20017,40110,5029,PO707093,05/11/2023,05/11/2024,05/05/2025,6,158,358660,13,67678,2,3870,13560,15855,16929,476552,Partial,Pending,Yes,8,Optimal
7094,10041,30076,20113,40225,5030,PO707094,06/04/2025,07/12/2023,07/11/2024,11,157,3862357,7,54159,20,6882,161260,23030,16129,4123817,Open,Completed,Yes,11,Optimal
7095,10011,30062,20182,40259,5009,PO707095,06/08/2024,07/04/2023,07/09/2023,5,68,1304104,10,21130,16,19158,133168,18258,6981,1502799,Open,Pending,Yes,23,Optimal
7096,10039,30054,20018,40240,5022,PO707096,12/09/2025,12/04/2026,01/06/2026,21,194,1192712,13,34346,19,6625,167656,19330,12340,1433009,Closed,Completed,No,15,Underutilized
7097,10021,30098,20013,40334,5020,PO707097,07/03/2026,07/12/2026,08/05/2026,24,166,532860,12,51708,7,9658,98448,5522,7086,705282,Closed,Pending,No,19,Underutilized
7098,10033,30014,20118,40304,5020,PO707098,02/05/2023,02/11/2023,02/01/2024,2,69,380466,5,20920,10,9095,33860,16867,15091,476299,Closed,Pending,No,22,Underutilized
7099,10004,30099,20107,40347,5014,PO707099,06/06/2025,06/02/2027,07/10/2025,14,136,385424,4,31776,20,4490,216020,11234,24449,673393,Partial,Completed,No,0,Underutilized
7100,10041,30039,20192,40465,5007,PO707100,02/04/2023,02/01/2024,03/07/2023,22,20,46000,13,116415,15,42480,73770,20099,8964,307728,Open,Pending,No,14,Underutilized
7101,10002,30043,20161,40142,5013,PO707101,09/06/2025,10/10/2023,10/11/2023,1,65,784615,6,43182,3,28273,27885,14959,2515,901429,Partial,Pending,No,2,Optimal
7102,10013,30066,20161,40111,5003,PO707102,11/03/2024,11/07/2024,12/02/2024,25,199,2402129,14,118580,14,26011,98098,3330,9353,2657501,Closed,Pending,No,8,Underutilized
7103,10036,30072,20184,40022,5041,PO707103,10/10/2024,11/04/2024,11/06/2025,14,42,516306,5,38915,20,38629,80480,6313,20469,701112,Closed,Pending,Yes,4,Optimal
7104,10018,30073,20177,40207,5031,PO707104,07/05/2024,08/03/2024,09/03/2023,19,13,247988,1,3025,14,37165,137676,13026,8149,447029,Open,Completed,Yes,10,Optimal
7105,10023,30058,20062,40099,5014,PO707105,12/04/2026,01/09/2026,01/07/2027,10,67,1125533,12,71028,6,42386,64194,17908,22040,1343089,Open,Completed,No,9,Underutilized
7106,10004,30062,20064,40003,5030,PO707106,05/01/2026,06/08/2024,06/04/2025,8,39,204126,7,63980,19,15037,193401,14591,22548,513683,Partial,Completed,No,0,Optimal
7107,10003,30018,20196,40492,5047,PO707107,07/06/2026,08/05/2024,08/10/2024,5,144,227952,2,18916,16,6673,126816,24162,12496,417015,Open,Pending,No,11,Optimal
7108,10003,30075,20078,40058,5023,PO707108,01/12/2023,01/09/2024,02/05/2023,15,105,1735965,11,80619,9,41452,29169,10125,16632,1913962,Open,Pending,Yes,10,Underutilized
7109,10048,30059,20046,40050,5016,PO707109,08/09/2024,09/08/2024,09/06/2025,10,64,562304,10,43720,5,6895,63295,26403,16994,719611,Partial,Pending,No,11,Optimal
7110,10009,30039,20038,40109,5032,PO707110,07/02/2025,08/04/2023,08/12/2023,8,32,447520,4,31832,14,34561,189574,14207,1033,718727,Partial,Pending,No,20,Underutilized
7111,10044,30087,20080,40100,5048,PO707111,07/12/2026,07/06/2027,08/08/2025,9,21,78960,8,75992,10,18052,139750,9867,1620,324241,Closed,Completed,No,14,Optimal
7112,10001,30100,20031,40377,5049,PO707112,08/02/2025,08/07/2025,09/02/2024,14,140,1464120,5,29630,12,42308,67236,12492,4397,1620183,Partial,Completed,No,17,Underutilized
7113,10033,30012,20187,40119,5014,PO707113,06/01/2024,06/04/2024,07/08/2023,22,117,153972,2,11392,20,47270,246040,7144,8713,474531,Closed,Pending,No,21,Underutilized
7114,10050,30089,20006,40134,5037,PO707114,05/11/2024,05/08/2025,05/02/2026,6,190,1147600,8,23632,16,9416,114256,3567,411,1298882,Closed,Pending,Yes,19,Underutilized
7115,10014,30066,20158,40015,5029,PO707115,02/01/2026,02/05/2026,03/08/2024,8,127,3001391,10,33700,11,41729,94655,27932,6012,3205419,Partial,Pending,Yes,18,Underutilized
7116,10030,30014,20169,40142,5004,PO707116,02/01/2026,03/02/2024,03/08/2024,6,171,2561067,7,50379,6,25553,39852,4328,3566,2684745,Closed,Completed,Yes,16,Underutilized
7117,10038,30055,20022,40327,5029,PO707117,05/03/2025,05/10/2026,06/03/2025,12,73,345217,2,19464,12,49094,168300,23083,20591,625749,Partial,Completed,No,10,Optimal
7118,10010,30094,20066,40301,5002,PO707118,07/02/2024,07/04/2026,07/05/2026,1,48,621744,6,24954,16,13488,61376,18255,10852,750669,Open,Pending,No,8,Underutilized
7119,10029,30094,20004,40181,5021,PO707119,11/02/2024,12/10/2023,12/05/2024,7,75,725625,14,115542,8,27248,109472,14273,7534,999694,Open,Completed,No,15,Underutilized
7120,10037,30033,20100,40374,5020,PO707120,02/08/2024,03/02/2023,03/02/2025,24,6,64032,9,25029,19,4628,199082,1480,8160,302411,Open,Completed,Yes,9,Optimal
7121,10040,30038,20180,40055,5036,PO707121,06/02/2025,06/01/2026,07/04/2025,21,28,118860,8,51840,10,8016,124870,11066,5141,319793,Open,Pending,Yes,23,Optimal
7122,10037,30082,20041,40498,5019,PO707122,04/08/2023,04/11/2023,04/05/2024,6,145,164865,14,133056,7,3932,97503,13228,4909,417493,Open,Pending,No,17,Optimal
7123,10036,30047,20019,40422,5017,PO707123,02/10/2026,03/01/2025,03/06/2026,17,21,128373,3,25935,15,30940,84555,9421,352,279576,Open,Completed,No,15,Underutilized
7124,10031,30011,20093,40366,5034,PO707124,11/03/2024,11/06/2024,11/05/2026,23,53,512351,15,125610,6,20389,30924,18945,2971,711190,Partial,Pending,No,1,Optimal
7125,10037,30008,20022,40357,5047,PO707125,09/08/2023,10/01/2023,10/09/2023,8,192,907968,3,12765,12,8796,169536,19061,14286,1132412,Partial,Pending,Yes,11,Optimal
7126,10034,30001,20046,40477,5025,PO707126,12/02/2025,01/08/2024,01/01/2025,5,102,896172,8,56856,2,10232,6610,10615,9859,990344,Open,Pending,No,13,Underutilized
7127,10015,30044,20013,40299,5016,PO707127,03/12/2023,04/06/2023,04/10/2023,4,52,166920,7,27699,18,12403,209970,20333,5609,442934,Open,Pending,No,7,Optimal
7128,10049,30080,20164,40304,5049,PO707128,07/04/2026,07/11/2026,07/04/2027,5,193,349137,9,37656,9,34546,121095,1460,3201,547095,Partial,Completed,No,11,Optimal
7129,10032,30053,20072,40296,5039,PO707129,03/03/2025,03/06/2026,03/06/2026,0,6,109572,11,106766,17,10817,216376,21196,219,464946,Open,Pending,No,10,Optimal
7130,10010,30015,20100,40437,5037,PO707130,05/10/2024,06/05/2024,07/09/2023,22,162,1728864,1,3929,1,21681,5506,6379,7054,1773413,Closed,Completed,Yes,9,Optimal
7131,10022,30025,20058,40140,5035,PO707131,04/09/2023,05/01/2023,05/01/2025,24,174,2479152,7,15407,4,2452,58364,2688,10081,2568144,Open,Completed,No,22,Underutilized
7132,10009,30038,20141,40424,5008,PO707132,05/03/2024,05/02/2025,05/07/2025,5,168,1343160,3,18768,3,16455,20181,3133,202,1401899,Open,Pending,No,17,Underutilized
7133,10016,30099,20161,40273,5040,PO707133,08/04/2024,08/12/2025,09/06/2025,25,47,567337,9,59166,2,7837,21574,29122,14910,699946,Open,Completed,Yes,21,Underutilized
7134,10029,30023,20027,40476,5014,PO707134,11/11/2025,12/06/2025,01/04/2025,17,138,1623708,15,71055,3,11529,15108,11880,8752,1742032,Closed,Completed,No,2,Optimal
7135,10007,30061,20061,40490,5028,PO707135,03/03/2025,04/06/2023,04/10/2024,16,147,3103170,3,10719,17,39104,66096,13552,24051,3256692,Partial,Pending,No,20,Optimal
7136,10050,30082,20072,40093,5016,PO707136,06/02/2026,06/05/2026,07/09/2025,22,79,1442698,13,73294,6,33296,53598,18344,22291,1643521,Partial,Completed,Yes,16,Optimal
7137,10008,30079,20122,40135,5008,PO707137,09/12/2025,10/10/2025,10/12/2025,2,104,2517112,4,31652,5,12042,53820,20753,13841,2649220,Partial,Pending,No,23,Optimal
7138,10046,30024,20200,40178,5017,PO707138,07/08/2024,08/03/2024,08/06/2025,15,49,789782,5,38625,1,30422,13320,24392,18083,914624,Open,Completed,No,10,Underutilized
7139,10023,30015,20115,40145,5017,PO707139,02/06/2023,03/04/2023,03/12/2024,20,27,95715,10,67530,8,15074,45920,14984,5914,245137,Partial,Pending,No,8,Optimal
7140,10050,30021,20027,40160,5004,PO707140,05/11/2025,06/08/2024,06/02/2025,6,160,1882560,2,8004,1,35229,14187,5837,210,1946027,Partial,Completed,No,17,Optimal
7141,10028,30089,20032,40166,5049,PO707141,04/11/2025,05/02/2024,05/09/2024,7,171,1928025,8,18488,1,22998,8581,22548,11576,2012216,Partial,Pending,No,20,Underutilized
7142,10029,30097,20014,40139,5021,PO707142,02/06/2025,02/06/2026,03/02/2025,12,106,2044528,8,45560,16,3841,119360,6593,10523,2230405,Open,Completed,Yes,6,Underutilized
7143,10031,30038,20072,40250,5007,PO707143,08/02/2025,09/06/2023,09/08/2024,14,155,2830610,8,60784,19,34552,87362,7715,6866,3027889,Open,Completed,No,10,Underutilized
7144,10039,30080,20010,40466,5044,PO707144,09/02/2027,10/03/2025,10/07/2026,16,30,137220,1,8794,18,46593,216846,21152,20157,450762,Partial,Completed,No,13,Optimal
7145,10021,30098,20060,40256,5005,PO707145,06/10/2026,07/01/2025,07/10/2025,9,52,1010516,6,12930,7,20809,40460,4454,7539,1096708,Open,Completed,Yes,12,Optimal
7146,10002,30020,20056,40307,5006,PO707146,11/01/2025,12/04/2023,12/05/2025,25,31,85250,14,131110,17,22824,188105,29181,4774,461244,Closed,Completed,Yes,14,Underutilized
7147,10044,30061,20002,40495,5046,PO707147,05/04/2025,05/02/2026,05/03/2027,13,139,872642,9,40554,6,19275,48948,27442,8011,1016872,Partial,Completed,No,24,Underutilized
7148,10027,30082,20098,40009,5010,PO707148,03/02/2025,03/05/2025,03/06/2025,1,73,1688344,6,56010,11,32694,121968,12632,11879,1923527,Partial,Pending,No,8,Optimal
7149,10033,30008,20061,40400,5013,PO707149,03/09/2023,04/01/2023,04/03/2024,14,181,3820910,3,28125,5,44693,63640,16556,12485,3986409,Open,Completed,Yes,18,Optimal
7150,10033,30010,20085,40414,5040,PO707150,10/07/2025,11/01/2024,11/08/2025,19,106,494172,9,22509,6,22319,70752,24935,1287,635974,Closed,Pending,Yes,22,Optimal
7151,10010,30096,20110,40110,5045,PO707151,07/06/2024,07/03/2026,08/02/2024,6,109,2223055,11,57266,5,26524,37320,3890,24563,2372618,Open,Pending,No,6,Underutilized
7152,10006,30020,20060,40317,5022,PO707152,02/05/2025,02/02/2026,02/02/2026,0,92,1787836,15,86055,20,4863,289000,13270,15793,2196817,Open,Pending,Yes,17,Underutilized
7153,10040,30025,20078,40458,5011,PO707153,02/02/2027,03/08/2026,04/06/2025,17,96,1587168,14,82782,18,23877,140454,3469,8657,1846407,Partial,Completed,No,0,Underutilized
7154,10044,30087,20139,40054,5036,PO707154,02/01/2026,03/02/2024,03/10/2025,20,181,1028985,9,62901,15,25544,181680,19335,8521,1326966,Closed,Completed,Yes,18,Underutilized
7155,10029,30017,20028,40056,5008,PO707155,06/04/2027,07/10/2025,07/08/2026,10,90,563850,5,17165,7,6183,66682,11403,3431,668714,Closed,Pending,No,14,Underutilized
7156,10027,30036,20099,40491,5032,PO707156,02/02/2025,03/11/2023,03/02/2025,15,154,3267418,7,17234,8,27173,58360,6776,24731,3401692,Closed,Completed,No,19,Underutilized
7157,10040,30047,20152,40224,5030,PO707157,08/07/2025,08/02/2026,09/01/2025,18,21,135555,11,61930,16,2179,206736,29733,8033,444166,Closed,Completed,No,15,Optimal
7158,10007,30085,20112,40200,5029,PO707158,05/07/2024,06/01/2023,06/09/2023,8,191,1799602,8,32240,15,31561,192300,3608,15785,2075096,Closed,Pending,Yes,3,Underutilized
7159,10005,30061,20103,40484,5041,PO707159,02/11/2023,02/09/2024,03/08/2023,15,177,409932,13,33527,18,3838,226494,15744,17529,707064,Closed,Completed,Yes,16,Underutilized
7160,10027,30082,20186,40420,5016,PO707160,10/05/2025,10/08/2025,11/04/2024,15,144,1081440,1,4380,16,11460,70432,1393,12704,1181809,Partial,Completed,Yes,15,Optimal
7161,10045,30017,20086,40409,5024,PO707161,08/02/2023,08/02/2024,08/05/2024,3,159,3180159,5,20520,10,11528,143020,13959,17354,3386540,Closed,Completed,No,23,Optimal
7162,10029,30006,20037,40446,5010,PO707162,07/08/2026,08/12/2025,08/04/2027,16,155,325035,5,39570,2,21814,18842,19766,6747,431774,Open,Pending,No,19,Underutilized
7163,10032,30017,20098,40427,5030,PO707163,09/02/2027,10/08/2025,11/02/2025,25,66,1526448,2,9452,4,27164,48192,15047,9390,1635693,Partial,Pending,Yes,19,Optimal
7164,10017,30056,20112,40179,5049,PO707164,10/10/2023,10/09/2024,10/11/2024,2,98,923356,3,11868,10,46057,125530,2614,18800,1128225,Closed,Pending,No,20,Optimal
7165,10041,30027,20001,40420,5006,PO707165,05/09/2025,06/05/2025,07/03/2024,16,18,410742,5,21900,19,33378,61693,17767,1020,546500,Partial,Completed,Yes,23,Optimal
7166,10034,30094,20157,40381,5045,PO707166,03/01/2025,03/03/2027,04/04/2026,20,84,654024,5,44660,19,38991,83543,21605,10091,852914,Partial,Pending,Yes,21,Optimal
7167,10007,30047,20084,40158,5050,PO707167,10/02/2025,11/02/2023,11/03/2025,25,53,57664,14,119056,4,5131,15596,16771,8256,222474,Closed,Completed,No,6,Optimal
7168,10045,30053,20151,40399,5041,PO707168,10/03/2025,10/06/2026,11/09/2024,10,76,192432,8,42544,8,14453,26360,28844,15766,320399,Partial,Completed,Yes,6,Underutilized
7169,10029,30002,20028,40259,5011,PO707169,03/12/2025,04/06/2025,04/10/2026,16,116,726740,13,27469,10,32556,145300,25436,2339,959840,Partial,Pending,No,2,Underutilized
7170,10028,30009,20116,40457,5014,PO707170,06/06/2025,06/02/2027,07/03/2025,7,177,1889652,1,5049,7,20535,47411,17684,9874,1990205,Closed,Pending,No,3,Underutilized
7171,10033,30022,20155,40001,5016,PO707171,06/11/2023,07/08/2023,07/01/2024,5,151,2106903,6,47172,19,5480,246335,15380,24470,2445740,Closed,Pending,Yes,1,Underutilized
7172,10004,30072,20035,40081,5018,PO707172,11/12/2025,12/07/2025,12/10/2025,3,28,310156,2,4288,13,19742,137202,16485,24241,512114,Partial,Pending,No,0,Underutilized
7173,10005,30017,20121,40486,5037,PO707173,08/09/2025,08/09/2026,08/05/2027,8,31,477896,1,4121,2,30417,22208,19155,23367,577164,Partial,Pending,No,12,Optimal
7174,10001,30069,20026,40369,5047,PO707174,06/07/2024,06/06/2026,07/11/2025,23,92,288420,10,38820,8,35046,87336,15152,8967,473741,Partial,Pending,No,5,Underutilized
7175,10030,30047,20176,40297,5006,PO707175,10/02/2023,10/09/2023,10/09/2023,0,157,2356099,1,9485,20,42961,95400,25284,1499,2530728,Closed,Completed,No,19,Optimal
7176,10020,30092,20003,40144,5010,PO707176,01/06/2026,02/06/2025,02/01/2026,7,136,1245080,9,66078,16,10555,132560,11391,10683,1476347,Partial,Pending,Yes,13,Optimal
7177,10040,30050,20050,40363,5048,PO707177,06/02/2024,06/09/2025,07/03/2024,12,171,3151017,4,19480,6,40674,38586,5106,1058,3255921,Closed,Completed,Yes,20,Optimal
7178,10002,30002,20055,40472,5040,PO707178,07/06/2023,07/07/2025,08/02/2024,14,187,1625217,6,47400,17,7081,211718,10587,22163,1924166,Partial,Completed,No,18,Optimal
7179,10039,30065,20053,40027,5029,PO707179,09/09/2025,10/06/2024,10/05/2025,11,148,721944,8,31752,20,17491,68980,16004,10491,866662,Partial,Pending,No,4,Optimal
7180,10016,30030,20179,40115,5033,PO707180,01/04/2023,01/05/2025,02/09/2023,11,197,1864211,1,6912,18,2024,120168,19734,13766,2026815,Closed,Pending,Yes,24,Optimal
7181,10006,30049,20054,40420,5020,PO707181,05/01/2024,05/07/2024,06/01/2024,25,92,2073220,1,4380,16,28784,118080,17106,6311,2247881,Closed,Pending,No,18,Optimal
7182,10044,30068,20061,40446,5045,PO707182,05/06/2024,06/03/2024,06/12/2024,9,58,1224380,9,71226,12,32701,109776,19471,7856,1465410,Partial,Pending,No,20,Optimal
7183,10013,30079,20180,40245,5031,PO707183,10/06/2025,11/03/2025,11/06/2025,3,19,80655,14,54040,2,31750,23184,1928,2102,193659,Open,Completed,Yes,3,Underutilized
7184,10002,30074,20188,40453,5002,PO707184,08/07/2024,08/07/2026,09/03/2024,3,14,168742,12,66024,4,32941,46360,5548,23621,343236,Partial,Pending,Yes,6,Underutilized
7185,10001,30081,20130,40198,5004,PO707185,09/06/2024,10/01/2024,11/04/2023,22,33,614889,7,26544,19,27076,157681,15074,10053,851317,Open,Completed,No,24,Optimal
7186,10030,30042,20173,40086,5039,PO707186,03/01/2024,03/08/2025,03/09/2025,1,13,34190,3,9819,16,9515,134544,15004,14044,217116,Partial,Pending,No,22,Underutilized
7187,10012,30067,20134,40174,5017,PO707187,06/12/2026,07/06/2026,07/07/2026,1,39,500175,7,42952,15,15088,137715,7710,70,703710,Open,Completed,No,6,Optimal
7188,10014,30051,20042,40273,5028,PO707188,01/01/2025,01/03/2027,01/05/2027,2,161,1583113,12,78888,8,12516,101968,26948,10936,1814369,Closed,Completed,Yes,22,Underutilized
7189,10029,30100,20096,40447,5023,PO707189,05/06/2026,06/04/2024,06/02/2026,22,196,2008020,1,2957,16,41238,102448,5562,21511,2181736,Open,Pending,No,20,Underutilized
7190,10019,30081,20160,40326,5023,PO707190,04/05/2027,05/12/2026,05/01/2027,1,115,964850,7,38731,8,29427,59000,24471,3808,1120287,Open,Completed,No,12,Optimal
7191,10046,30063,20125,40262,5021,PO707191,06/01/2025,07/12/2024,07/02/2026,14,195,1476735,10,33220,3,5195,29424,20999,7543,1573116,Partial,Pending,Yes,8,Underutilized
7192,10004,30094,20185,40027,5001,PO707192,06/10/2025,07/06/2025,07/09/2025,3,181,3610588,13,51597,1,17113,14235,26414,3207,3723154,Open,Completed,Yes,14,Underutilized
7193,10001,30099,20012,40146,5023,PO707193,02/10/2026,03/02/2026,03/03/2027,13,43,227642,6,19740,6,42485,51282,26625,20138,387912,Open,Pending,No,7,Underutilized
7194,10007,30010,20100,40115,5047,PO707194,08/04/2027,09/10/2025,09/05/2026,7,173,1846256,5,34560,16,39875,111408,29130,19601,2080830,Partial,Completed,No,13,Underutilized
7195,10030,30046,20141,40427,5030,PO707195,11/07/2024,12/01/2024,12/02/2024,1,148,1183260,8,37808,19,44069,128725,20390,10744,1424996,Closed,Pending,No,18,Underutilized
7196,10032,30089,20018,40313,5012,PO707196,11/04/2024,11/01/2025,12/03/2023,8,151,928348,1,8752,8,18270,70136,27512,24343,1077361,Closed,Pending,Yes,20,Underutilized
7197,10036,30072,20133,40114,5045,PO707197,05/04/2025,06/10/2024,06/01/2025,3,110,194810,9,72684,16,28770,75248,16397,996,388905,Open,Completed,Yes,10,Optimal
7198,10032,30047,20191,40002,5034,PO707198,05/07/2025,05/02/2026,05/08/2026,6,135,3299940,7,41951,13,25281,174512,24504,23525,3589713,Open,Completed,No,22,Optimal
7199,10044,30043,20068,40480,5048,PO707199,06/03/2027,07/07/2025,07/09/2026,14,152,970672,13,120588,4,7140,16260,24179,11480,1150319,Open,Completed,No,1,Optimal
7200,10010,30069,20086,40449,5024,PO707200,10/12/2025,11/04/2025,11/05/2026,13,57,1140057,8,62424,16,11021,126080,25942,817,1366341,Partial,Completed,No,17,Underutilized
7201,10036,30096,20065,40293,5004,PO707201,09/01/2025,09/10/2026,10/01/2026,21,157,899610,14,107968,5,5498,17585,4592,18729,1053982,Open,Pending,Yes,24,Underutilized
7202,10037,30040,20195,40208,5040,PO707202,08/05/2024,09/03/2024,09/11/2024,8,135,1800225,10,37790,11,23409,54846,15515,24791,1956576,Partial,Pending,No,21,Optimal
7203,10007,30027,20153,40480,5042,PO707203,09/08/2026,10/05/2026,11/04/2025,18,59,1261302,3,27828,18,43562,228294,5194,14555,1580735,Closed,Completed,Yes,5,Underutilized
7204,10037,30054,20138,40017,5018,PO707204,04/02/2023,04/09/2023,04/10/2024,13,10,166810,14,65744,13,13426,128310,1844,12262,388396,Closed,Completed,Yes,7,Underutilized
7205,10025,30073,20030,40217,5050,PO707205,05/04/2023,06/02/2023,06/11/2023,9,99,739629,15,77055,7,11177,34601,13175,5817,881454,Closed,Completed,Yes,15,Optimal
7206,10002,30039,20143,40004,5049,PO707206,04/09/2025,04/06/2026,05/10/2025,22,83,1034180,2,17198,3,11056,15993,21220,7613,1107260,Partial,Completed,No,8,Optimal
7207,10017,30098,20097,40151,5034,PO707207,07/01/2025,07/10/2025,08/03/2025,24,97,220966,4,31692,13,23547,42484,22552,21182,362423,Partial,Completed,Yes,22,Optimal
7208,10005,30018,20146,40358,5050,PO707208,12/03/2025,01/02/2024,01/08/2024,6,151,3100181,10,57700,10,6371,128470,15912,22943,3331577,Closed,Pending,Yes,14,Underutilized
7209,10011,30024,20086,40464,5006,PO707209,10/09/2025,11/04/2025,11/11/2025,7,114,2280114,3,24996,9,5418,36234,7991,21361,2376114,Partial,Pending,No,0,Underutilized
7210,10016,30092,20142,40041,5031,PO707210,03/08/2024,04/08/2023,04/01/2024,5,127,2480818,3,17661,16,11252,200432,13352,9681,2733196,Open,Pending,No,10,Underutilized
7211,10030,30058,20015,40190,5044,PO707211,05/06/2024,06/11/2023,06/12/2024,13,8,120008,12,56076,13,19561,164749,4937,9179,374510,Closed,Completed,Yes,24,Underutilized
7212,10013,30097,20001,40019,5006,PO707212,03/03/2026,04/08/2024,04/08/2025,12,183,4175877,11,45606,4,46583,22044,11601,20287,4321998,Closed,Pending,Yes,4,Optimal
7213,10029,30087,20166,40098,5010,PO707213,06/11/2023,06/05/2024,07/06/2023,19,193,4221103,7,54957,15,38624,100635,20267,10693,4446279,Partial,Pending,No,18,Underutilized
7214,10024,30087,20107,40111,5001,PO707214,08/03/2025,08/09/2025,08/10/2026,13,181,512954,14,118580,12,48483,54780,7606,22677,765080,Closed,Completed,No,13,Underutilized
7215,10029,30019,20117,40045,5004,PO707215,01/07/2026,02/12/2025,03/04/2024,9,14,34454,9,50085,17,13534,180897,1828,13448,294246,Partial,Completed,Yes,10,Optimal
7216,10024,30067,20070,40455,5016,PO707216,12/05/2023,12/05/2025,01/08/2025,22,150,3206700,13,60528,19,49237,109991,3287,15775,3445518,Open,Completed,No,21,Underutilized
7217,10046,30089,20015,40399,5036,PO707217,06/06/2024,06/03/2025,07/06/2024,21,197,2955197,11,58498,2,48207,13290,16345,23856,3115393,Partial,Completed,No,15,Underutilized
7218,10022,30099,20185,40152,5003,PO707218,05/04/2025,06/05/2024,06/10/2025,17,93,1855164,9,39033,18,38703,232614,10791,1889,2178194,Open,Completed,No,13,Optimal
7219,10044,30027,20091,40224,5015,PO707219,03/12/2025,04/08/2025,04/04/2026,8,145,2976850,11,61930,17,26226,74511,20878,22403,3182798,Open,Pending,No,6,Optimal
7220,10005,30009,20128,40048,5016,PO707220,06/10/2024,06/06/2026,07/07/2024,7,129,3178173,14,115108,18,45819,206118,13907,16498,3575623,Closed,Completed,Yes,14,Optimal
7221,10038,30044,20065,40429,5003,PO707221,04/04/2025,05/11/2024,05/03/2025,4,135,773550,9,31005,13,35890,64324,5738,2276,912783,Partial,Completed,Yes,23,Underutilized
7222,10014,30006,20185,40152,5042,PO707222,05/08/2025,06/12/2024,06/05/2026,17,115,2294020,2,8674,19,38690,133361,7316,10127,2492188,Partial,Completed,Yes,4,Underutilized
7223,10010,30053,20187,40417,5033,PO707223,04/09/2025,05/06/2024,05/05/2025,11,113,148708,11,37235,8,47551,67584,28790,2389,332257,Open,Completed,No,6,Optimal
7224,10005,30059,20022,40397,5018,PO707224,05/09/2024,06/08/2024,06/09/2024,1,31,146599,15,119790,6,18411,44124,17143,12659,358726,Partial,Pending,Yes,17,Optimal
